epoch,train_loss,valid_loss,accuracy,f1_score,time
0,2.8742434978485107,2.7971279621124268,0.2899497449398041,0.2899497487437186,02:22
1,2.5017387866973877,2.1937973499298096,0.4010050296783447,0.40100502512562813,02:21
2,2.416355609893799,2.2428603172302246,0.37839195132255554,0.378391959798995,02:21
3,2.3286147117614746,2.000274419784546,0.42738693952560425,0.42738693467336686,02:22
4,2.282505750656128,2.1143343448638916,0.4017587900161743,0.40175879396984926,02:22
5,2.249244213104248,2.011265754699707,0.43793970346450806,0.43793969849246234,02:22
6,2.2149245738983154,2.0510363578796387,0.41005024313926697,0.4100502512562814,02:22
7,2.175143003463745,2.1223456859588623,0.4324120581150055,0.4324120603015075,02:22
8,2.1300227642059326,1.866889238357544,0.4849246144294739,0.4849246231155779,02:22
9,2.1253576278686523,1.8789966106414795,0.47788944840431213,0.47788944723618093,02:22
10,2.107226610183716,1.878982424736023,0.4600502550601959,0.4600502512562814,02:22
11,2.0951149463653564,1.8294285535812378,0.4972361922264099,0.4972361809045226,02:22
12,2.0918710231781006,1.896906852722168,0.4741206169128418,0.47412060301507536,02:22
13,2.0532803535461426,1.8547098636627197,0.49045225977897644,0.4904522613065327,02:22
14,2.058896780014038,1.8073228597640991,0.5060301423072815,0.5060301507537689,02:22
15,2.0631284713745117,1.861825942993164,0.4701004922389984,0.4701005025125628,02:22
16,2.054079055786133,1.8053114414215088,0.5100502371788025,0.5100502512562815,02:22
17,2.0211269855499268,1.8112683296203613,0.5035175681114197,0.5035175879396985,02:22
18,2.015615701675415,1.7917190790176392,0.5165829062461853,0.5165829145728643,02:22
19,1.984889030456543,1.7719234228134155,0.5168341994285583,0.5168341708542713,02:22
20,2.002526044845581,1.7541650533676147,0.5155779123306274,0.5155778894472361,02:23
21,1.9958815574645996,1.7460410594940186,0.5371859073638916,0.5371859296482412,02:24
22,1.9744184017181396,1.7397414445877075,0.5261306762695312,0.5261306532663317,02:25
23,1.9743239879608154,1.7432442903518677,0.5293970108032227,0.5293969849246232,03:06
24,1.9596667289733887,1.734460473060608,0.5336683392524719,0.5336683417085427,03:08
25,1.972971796989441,1.7880520820617676,0.5223618149757385,0.5223618090452261,03:09
26,1.9436262845993042,1.7148616313934326,0.5484924912452698,0.5484924623115578,03:09
27,1.9489129781723022,1.7141321897506714,0.5321608185768127,0.5321608040201005,03:11
28,1.9378713369369507,1.7493088245391846,0.5213567614555359,0.5213567839195979,03:10
29,1.9214253425598145,1.7034459114074707,0.5424622893333435,0.5424623115577889,03:09
30,1.9065868854522705,1.7107415199279785,0.5409547686576843,0.5409547738693468,03:10
31,1.9017870426177979,1.7560721635818481,0.5175879597663879,0.5175879396984925,03:10
32,1.9013371467590332,1.6943614482879639,0.5424622893333435,0.5424623115577889,03:20
33,1.867451548576355,1.68130362033844,0.5477386713027954,0.5477386934673367,03:16
34,1.8553377389907837,1.6828941106796265,0.5545226335525513,0.5545226130653267,03:13
35,1.8358683586120605,1.6691285371780396,0.5537688732147217,0.5537688442211055,03:11
36,1.8245702981948853,1.6591742038726807,0.5600502490997314,0.5600502512562814,03:12
37,1.7943096160888672,1.6600748300552368,0.5623115301132202,0.5623115577889447,03:09
38,1.767191767692566,1.6587414741516113,0.5605527758598328,0.5605527638190955,03:11
39,1.7726869583129883,1.6561602354049683,0.5640703439712524,0.5640703517587939,03:11
